Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,Magnitude,Sentiment
1657,Diamonds Are a Girl's Best Friend,Marilyn Monroe,cabaret,2012,93,32,68,-10,12,65,211,93,9,44,8.399999619,0.100000001
1662,Light At The End Of The Tunnel,Gregory Porter,vocal jazz,2018,123,86,53,-5,60,69,211,4,17,41,0,0
1672,This Time Of Year,Dianne Reeves,vocal jazz,2004,181,15,41,-14,13,20,294,88,3,37,3.5,0.5
1682,A Child Is Born,Nils Landgren,swedish jazz,2008,83,7,48,-16,14,21,229,92,3,35,0,0
1683,ブルー・クリスマス,Nicki Parrott,vocal jazz,2014,115,47,66,-7,9,52,231,86,3,35,0,0
1684,C Jam Blues,Lincoln Center Jazz Orchestra,big band,1999,141,51,59,-10,33,73,214,62,22,35,0,0
1688,I Can't Give You Anything But Love,Red Garland,bebop,1957,93,17,56,-20,9,42,302,89,6,34,10.39999962,0.400000006
1700,'zat You Santa Claus,Holly Cole,vocal jazz,2007,88,35,54,-7,13,24,205,72,4,27,0,0
1706,Sandu,Clifford Brown,bebop,1989,138,34,64,-12,8,52,297,73,5,25,0.100000001,0.100000001
1712,Un jour mon prince viendra,Nikki Yanofsky,vocal jazz,2016,171,22,21,-14,35,12,200,93,4,21,0.5,-0.5
1733,Mean to Me,Lester Young,bebop,2014,172,34,49,-12,26,58,418,53,5,9,1.5,0
1734,In a Mellow Tone,Coleman Hawkins,bebop,2014,112,33,62,-13,9,59,289,67,5,9,0,0
1737,Con Alma,Dizzy Gillespie,bebop,2016,114,33,72,-13,16,71,305,83,3,5,0,0
1743,You're Welcome,Dwayne Johnson,movie tunes,2016,135,75,78,-7,4,69,164,28,28,75,0,0
1748,I Just Can't Wait to Be King,Jason Weaver,movie tunes,1994,99,52,63,-14,10,90,171,29,6,69,0,0
1749,Under the Sea,Samuel E. Wright,disney,1997,100,45,55,-15,9,87,195,71,17,69,0,0
1751,I'll Make a Man Out of You,Donny Osmond,bubblegum pop,1998,114,33,66,-18,7,52,202,13,4,68,1.799999952,0
1753,Part of Your World,Jodi Benson,disney,1997,89,14,37,-15,28,34,195,92,4,68,9.699999809,0.100000001
1758,You've Got a Friend In Me,Randy Newman,disney,1995,116,34,68,-12,28,53,124,79,3,66,2.400000095,0.300000012
1759,Do You Want to Build a Snowman?,Kristen Bell,disney,2013,174,12,31,-16,26,17,207,85,6,66,2.700000048,-0.200000003
1761,Circle Of Life,Carmen Twillie,disney,1994,83,39,32,-16,29,59,239,7,4,65,0,0
1770,Hawaiian Roller Coaster Ride,Mark Keali'i Ho'omalu,movie tunes,2002,115,62,70,-10,7,95,208,31,3,63,1.799999952,0
1774,Kiss the Girl,Samuel E. Wright,disney,2001,135,23,67,-17,9,74,164,68,5,61,0,0
2186,Twist And Shout,The Beatles,british invasion,1963,125,85,48,-9,4,94,155,64,5,75,2.900000095,0.300000012
2187,Don't Stop Me Now,Queen,glam rock,1978,156,86,56,-5,68,61,209,5,19,74,6.599999905,0.300000012
2189,You Shook Me All Night Long,AC/DC,album rock,1986,127,77,53,-6,30,77,211,0,6,73,2.400000095,0.300000012
2190,I Want To Hold Your Hand,The Beatles,british invasion,2000,131,72,49,-6,31,87,146,39,5,73,2.099999905,0.100000001
2196,Blank Space/Stand By Me,Imagine Dragons,modern rock,2015,102,57,76,-7,75,50,303,41,10,70,5.800000191,0.100000001
2205,A Hard Day's Night,The Beatles,british invasion,1964,139,81,59,-6,10,80,154,14,4,68,1.899999976,0.200000003
2209,Everyday People,Sly & The Family Stone,classic rock,1999,115,62,81,-8,11,77,140,25,3,66,0,0
2213,Burning Down The House (45 Version),Talking Heads,alternative rock,1983,103,87,78,-13,4,56,242,1,6,63,0,0
2218,You Are Here,Yo La Tengo,alternative rock,2018,115,58,56,-12,10,11,344,77,3,58,0.100000001,0.100000001
2220,Run Rudolph Run,Chuck Berry,classic rock,1986,152,71,69,-10,7,94,166,79,8,58,3.900000095,0.400000006
2222,You're My Best Friend,Queen,glam rock,2011,119,76,52,-7,7,58,171,16,5,56,4.900000095,0.400000006
2223,Our Way to Fall,Yo La Tengo,alternative rock,2000,78,24,56,-15,10,55,258,72,3,53,3.900000095,0.400000006
2338,I Want It That Way,Backstreet Boys,boy band,2001,99,70,69,-6,16,48,214,22,3,79,4.900000095,-0.200000003
2381,That Don't Impress Me Much,Shania Twain,canadian country,1997,125,87,75,-5,14,96,239,15,6,68,6.900000095,-0.200000003
2385,A Thousand Miles,Vanessa Carlton,dance pop,2011,95,83,56,-4,23,34,237,31,4,67,5,0
2386,I Don't Feel Like Dancin',Scissor Sisters,dance pop,2006,108,92,71,-3,11,91,249,2,3,67,7,-0.200000003
2412,Dancing,Kylie Minogue,australian dance,2018,110,71,50,-5,33,53,179,1,4,60,4.599999905,0
2419,Just Friends (Sunny),Musiq Soulchild,dance pop,2000,95,38,78,-8,35,54,251,46,13,58,3.299999952,0.200000003
2427,80s Baby,New Kids On The Block,boy band,2018,104,89,76,-4,11,75,217,12,14,54,0,0
2431,What Christmas Means To Me,98º,boy band,2017,81,87,54,-5,5,78,184,16,4,51,0,0
2438,That Love,Shaggy,dance pop,2016,100,69,83,-7,8,68,240,12,9,46,9.800000191,0.600000024
2439,Santa Baby,Kylie Minogue,australian dance,2015,87,38,68,-7,17,42,202,75,4,46,2.900000095,0.200000003
2441,Prism,SHINee,dance pop,2016,138,89,65,-3,18,89,192,28,7,45,3,0
2448,Creep City,Jake Shears,dance pop,2018,92,83,57,-4,7,79,205,18,3,36,5.300000191,-0.200000003
2453,No Matter What,Boyzone,australian pop,2018,184,44,55,-8,21,48,275,2,3,22,4.699999809,-0.100000001
2494,Down in New Orleans,Dr. John,blues,2009,121,68,70,-5,26,71,145,75,4,54,2.299999952,0
2597,My Girl,The Temptations,classic soul,1965,105,42,58,-11,10,67,165,63,3,78,3.299999952,0.100000001
2599,Put Your Records On,Corinne Bailey Rae,folk-pop,2006,96,51,74,-8,13,54,215,17,4,77,4.300000191,0.200000003
2600,I Say a Little Prayer,Aretha Franklin,classic soul,1968,133,36,59,-14,6,50,217,48,4,74,5.599999905,0.600000024
2601,Let's Stay Together,Al Green,classic soul,1972,102,40,76,-11,5,51,199,57,5,74,5.5,0.400000006
2606,I Try,Macy Gray,neo soul,1999,76,64,59,-7,8,74,239,31,3,73,5.699999809,0
2608,I Just Called To Say I Love You,Stevie Wonder,boston hardcore,1999,114,55,75,-9,9,65,262,24,2,71,2.299999952,0.200000003
2610,Lovely Day,Bill Withers,funk,1977,98,65,69,-8,11,71,255,29,3,70,5.400000095,0.400000006
2611,I Got You (I Feel Good),James Brown & The Famous Flames,funk,1966,71,47,61,-9,37,68,166,45,9,70,5.900000095,0.800000012
2612,Stand By Me,Otis Redding,classic soul,1964,112,46,88,-11,7,93,172,28,6,70,1.799999952,0
2614,Sir Duke,Stevie Wonder,boston hardcore,1976,107,58,58,-10,8,95,234,16,8,70,3.700000048,0.400000006
2615,Respect,Aretha Franklin,classic soul,2007,115,61,74,-6,7,96,142,7,3,70,3.400000095,0.300000012
2617,Blame It on the Boogie,The Jacksons,disco,1978,113,64,77,-10,9,88,214,8,8,69,14.5,0.600000024
2618,Lean on Me,Bill Withers,funk,1972,75,22,62,-14,12,42,259,78,7,68,3.5,0
2621,Think,Aretha Franklin,classic soul,1968,110,63,69,-11,22,93,140,25,4,67,5.400000095,0
2623,Superstition,Stevie Wonder,boston hardcore,2002,100,63,64,-12,4,89,245,4,7,66,3.900000095,-0.600000024
2624,Love Train,The O'Jays,classic soul,1972,123,57,74,-10,16,69,178,19,5,66,3.900000095,0.5
2626,I'll Take You There,The Staple Singers,chicago soul,2007,102,60,84,-9,8,80,197,10,5,66,5.900000095,0.100000001
2630,Get Ready,The Temptations,classic soul,1966,133,74,59,-6,11,88,164,40,4,65,4.800000191,0.300000012
2632,The Way You Do The Things You Do,The Temptations,classic soul,1964,124,69,62,-5,41,75,166,19,3,64,3.200000048,0.100000001
2633,Knock On Wood,Eddie Floyd,classic soul,1967,105,35,86,-13,5,96,190,28,4,64,5.099999905,0.699999988
2635,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,boston hardcore,2007,109,78,65,-6,6,82,158,0,3,63,3.799999952,0
2636,(Sittin' On) The Dock Of The Bay,Otis Redding,classic soul,2007,206,31,49,-14,6,60,167,73,5,63,3.200000048,0.100000001
2642,Mr. Big Stuff,Jean Knight,classic soul,1971,93,49,88,-13,23,97,165,28,19,63,2.400000095,0.200000003
2644,Celebration,Kool & The Gang,disco,1980,122,64,89,-12,8,90,299,13,6,61,11.80000019,0.699999988
2649,Uptight (Everything's Alright),Stevie Wonder,boston hardcore,1966,133,65,60,-10,14,93,174,18,3,58,1.700000048,-0.200000003
2657,Let The Good Times Roll,Quincy Jones,disco,1995,107,71,58,-6,39,75,176,35,15,46,4.5,0
2658,Trouble,José James,indie jazz,2013,89,43,86,-9,11,52,209,43,4,46,1.100000024,0
2660,"Shout, Pt. 1",The Isley Brothers,classic soul,1959,138,95,41,-7,62,60,137,75,8,36,0,0
2673,I Heard It Through The Grapevine,Marvin Gaye,classic soul,2013,117,41,73,-9,12,66,195,19,3,12,2.799999952,0
2676,You're All I Need To Get By,Marvin Gaye,classic soul,2013,98,51,50,-8,8,25,171,22,3,11,3.700000048,0.200000003
2679,Mercy Mercy Me (The Ecology),Marvin Gaye,classic soul,2013,93,68,51,-9,9,56,196,26,5,10,3.200000048,-0.600000024
2682,What's Going On,Marvin Gaye,classic soul,2013,205,78,26,-8,45,83,235,41,11,10,3.099999905,0
2686,Cruisin',Smokey Robinson,classic soul,2013,169,47,50,-11,6,66,268,17,3,9,7.599999905,0.600000024
2692,Cloud Nine,The Temptations,classic soul,2013,119,61,73,-8,8,82,210,33,6,8,6.400000095,0
2693,War,Edwin Starr,classic soul,2013,109,82,60,-7,14,72,202,5,17,8,11.80000019,-0.200000003
2695,Stubborn Kind Of Fellow,Marvin Gaye,classic soul,2013,110,70,69,-8,3,95,169,19,3,8,2.5,0.200000003
2697,Super Freak,Rick James,disco,2013,132,85,84,-7,6,96,207,22,5,7,4.699999809,0.5
2702,Ball Of Confusion (That's What The World Is Today),The Temptations,classic soul,2013,79,67,52,-9,8,87,246,14,6,6,6.300000191,0
2703,"Fingertips, Part 2",Stevie Wonder,boston hardcore,2013,138,92,32,-6,34,29,192,55,27,6,3.299999952,0.100000001
2807,Somewhere Over The Rainbow,Katharine McPhee,idol,2006,120,20,43,-10,11,11,210,86,4,37,1.899999976,-0.300000012
2816,(I've Had) The Time of My Life,Bill Medley,folk,2004,109,78,70,-8,6,39,289,9,5,70,7.5,0
2938,"Baby, It’s Cold Outside",Rufus Wainwright,canadian pop,2012,74,25,25,-10,11,30,254,90,3,28,5,0.100000001
3027,I Want You Back,The Jackson 5,motown,2000,98,58,66,-8,17,95,179,49,3,69,5.599999905,0
3036,ABC,The Jackson 5,motown,2000,94,82,71,-8,10,96,177,45,4,65,19.60000038,0.300000012
3052,O,The Five Stairsteps,chicago soul,2014,87,56,51,-10,65,55,197,0,4,61,0,0
3054,Dancing Machine,The Jackson 5,motown,1974,109,79,78,-8,69,85,162,13,7,56,8,0.400000006
3058,Never Can Say Goodbye,The Jackson 5,motown,1986,167,81,52,-8,26,90,181,28,4,52,9.199999809,-0.600000024
3075,Money (That's What I Want),Barrett Strong,motown,2013,133,78,70,-7,19,97,158,23,3,12,3.200000048,0.100000001
3091,I'll Be There,The Jackson 5,motown,2013,94,55,52,-7,62,30,239,56,3,9,4.199999809,0.5
3150,Beauty And The Beast,Bebel Gilberto,bossa nova,2017,131,44,72,-11,11,60,263,64,3,42,3.900000095,0
3199,Wolverine Blues,Al Hirt,dixieland,2014,203,51,42,-13,14,91,319,70,7,11,0,0
3202,Tin Roof Blues,Al Hirt,dixieland,2016,78,6,44,-18,17,47,277,95,4,7,0,0
3204,Comet,Christopher Willits,ambient,2017,129,16,17,-24,8,4,373,88,4,66,0,0
3205,Nothing It Can,Helios,ambient,2014,109,25,18,-12,7,4,288,78,4,64,0,0
3206,As the Lights Fade Away,The Echelon Effect,compositional ambient,2013,89,8,31,-22,11,4,106,89,4,64,0.100000001,0.100000001
3207,Glaciers,Lights & Motion,atmospheric post-rock,2018,56,16,8,-18,9,4,176,73,4,64,0,0
3208,Truth (Helios Remix),Balmorhea,bow pop,2009,126,46,45,-16,11,14,225,84,4,63,0,0
3209,Tracking Aeroplanes,The Echelon Effect,compositional ambient,2012,83,16,40,-16,12,9,469,99,3,62,0,0
3210,Together / Your Hand in Mine (Radio Edit),Tracey Chattaway,compositional ambient,2017,144,26,36,-14,13,11,296,84,3,62,0,0
3211,Anything You Synthesize,The American Dollar,compositional ambient,2009,120,9,50,-22,10,3,248,43,4,61,0,0
3212,Clear Language,Balmorhea,bow pop,2017,123,8,40,-16,10,4,193,96,4,61,0,0
3213,Shimmer,Tracey Chattaway,compositional ambient,2013,111,34,60,-13,11,9,213,49,3,61,0.100000001,0.100000001
3214,Near Light,Ólafur Arnalds,bow pop,2011,118,32,48,-14,10,8,208,96,3,60,0.100000001,0.100000001
3215,I Can Almost See You,Hammock,compositional ambient,2006,88,46,10,-10,9,4,253,78,4,60,0.100000001,0.100000001
3216,The Stars In Spring,Epic45,compositional ambient,2007,118,56,53,-11,23,7,256,4,3,60,0,0
3217,Sky Could Undress,Balmorhea,bow pop,2017,147,20,42,-16,11,4,248,86,3,60,0,0
3218,You’re So Very Far Away,Clem Leek,compositional ambient,2011,137,11,31,-18,13,8,179,95,3,60,0,0
3219,Branch,Keith Kenniff,compositional ambient,2011,140,18,44,-15,11,17,126,97,3,60,0.100000001,0.100000001
3220,Watching the Storm,U137,compositional ambient,2013,100,41,41,-12,10,7,307,30,3,60,0.100000001,0.100000001
3221,Goodbye Sierra,The Echelon Effect,compositional ambient,2017,86,23,31,-17,9,6,160,87,3,60,0,0
3222,Varberg,U137,compositional ambient,2013,110,55,25,-8,15,18,170,91,4,60,0.100000001,0.100000001
3223,Masollan,Balmorhea,bow pop,2012,91,33,46,-13,11,18,313,32,3,59,0,0
3224,Daylight Goodbye,Message To Bears,compositional ambient,2012,114,31,30,-14,11,4,351,79,3,59,1,0.100000001
3226,Turncoat,Goldmund,ambient,2015,81,6,20,-23,4,4,207,96,3,59,0,0
3227,Bless Those Tired Eyes,Clem Leek,compositional ambient,2013,137,20,30,-19,10,4,232,89,3,58,0.100000001,0.100000001
3228,They Move on Tracks of Never,This Will Destroy You,compositional ambient,2007,120,19,65,-19,10,7,416,55,4,58,0.100000001,0.100000001
3229,Shadows Fall,Random Forest,compositional ambient,2014,84,29,17,-15,10,3,328,36,3,58,0.100000001,0.100000001
3230,Migration,Keith Kenniff,compositional ambient,2018,103,5,28,-23,9,7,218,94,4,58,0,0
3231,Behind the World,Balmorhea,bow pop,2017,89,16,33,-19,11,7,247,97,3,58,0,0
3232,Seeming,Helios,ambient,2018,69,22,18,-18,10,4,156,44,4,58,0,0
3233,Act II,Gavin Luke,compositional ambient,2016,172,17,18,-16,9,4,176,95,4,58,0,0
3234,Hibernation,Random Forest,compositional ambient,2014,80,42,42,-14,10,10,306,3,3,57,0,0
3235,Fireflies,Lights & Motion,atmospheric post-rock,2015,105,49,41,-7,15,4,326,2,3,57,0.100000001,0.100000001
3236,North,Alaskan Tapes,compositional ambient,2018,87,14,9,-22,9,3,374,90,4,57,0,0
3237,Sometimes,Goldmund,ambient,2015,66,8,21,-26,11,12,169,92,4,57,0,0
3238,Dungtitled (In a Major),Stars Of The Lid,ambient,2007,74,21,11,-23,10,3,354,95,6,57,0,0
3239,Starlights,Tracey Chattaway,compositional ambient,2015,135,31,34,-12,10,4,314,9,3,56,0,0
3240,Catching Fireflies,The Soul's Release,compositional ambient,2016,134,41,46,-12,68,7,348,87,3,56,0,0
3241,Halving the Compass (Rhian Sheehan Remix),Helios,ambient,2012,115,27,47,-14,12,13,403,81,3,56,0,0
3242,Kitchen,This Will Destroy You,compositional ambient,2017,127,20,19,-19,8,4,390,93,3,56,0.100000001,0.100000001
3243,Truth,Peter Sandberg,compositional ambient,2016,75,15,26,-16,11,19,112,87,3,56,0,0
3244,"""we circle through the night, consumed by fire""",Max Richter,compositional ambient,2017,120,17,20,-21,11,4,595,46,4,56,0,0
3245,"Articulate Silences, Pt. 1",Stars Of The Lid,ambient,2007,141,9,15,-25,8,3,324,99,5,56,0,0
3246,Your First Light My Eventide,The Echelon Effect,compositional ambient,2011,130,65,50,-10,12,22,310,63,3,55,0,0
3247,Mysterium,Hammock,compositional ambient,2017,75,14,7,-19,8,3,432,94,4,55,0,0
3248,Thunder Rising,The American Dollar,compositional ambient,2017,115,48,42,-11,16,6,347,21,4,55,0,0
3249,Pale Lights,This Patch of Sky,compositional ambient,2017,73,53,13,-17,12,19,283,29,5,55,0.100000001,0.100000001
3250,Home,Tracey Chattaway,compositional ambient,2017,140,35,51,-12,11,11,293,25,3,55,0,0
3251,Bloom,Lights & Motion,atmospheric post-rock,2018,67,22,6,-17,7,4,335,90,4,55,0,0
3252,The Evil That Never Arrived,Stars Of The Lid,ambient,2007,143,8,14,-21,11,4,305,94,5,55,0,0
3253,Requiem On Frankfort Ave,Eluvium,ambient,2007,57,7,11,-20,11,4,161,95,5,54,0,0
3254,Silence of Siberia,Lowercase Noises,compositional ambient,2014,80,22,12,-18,12,4,447,87,4,54,0,0
3256,Losing You to You,Hammock,compositional ambient,2006,116,28,36,-12,10,11,385,24,3,54,0,0
3257,Time,The American Dollar,compositional ambient,2017,72,23,11,-15,12,4,312,97,4,54,0,0
3258,A Course of Strengthening Medicines,Lowercase Noises,compositional ambient,2017,78,29,11,-16,8,4,345,97,3,54,0,0
3259,Guided by the Glowing Sea,The American Dollar,compositional ambient,2017,116,70,46,-12,10,13,269,0,4,54,0,0
3260,Amongst Your Earthiest Words The Angels Stray,Years Of Rice And Salt,compositional ambient,2011,143,35,33,-8,15,7,360,17,3,54,0,0
3261,The First Day of Spring,A Dancing Beggar,compositional ambient,2017,84,56,50,-13,34,21,117,38,4,54,0,0
3262,Paper,Poppy Ackroyd,bow pop,2018,115,49,61,-14,8,33,275,92,3,54,0,0
3263,Traces I,Tigran Hamasyan,contemporary jazz,2016,71,3,16,-29,11,7,412,98,3,54,0,0
3264,Individuation,Eluvium,ambient,2016,101,4,20,-26,9,20,189,66,4,54,0,0
3265,Amreik,Eluvium,ambient,2007,84,16,8,-18,10,3,198,99,4,54,0.100000001,0.100000001
3266,Hope Valley Hill,Helios,ambient,2008,108,26,59,-14,73,5,318,72,3,53,0,0
3267,Let Me Keep This Memory,U137,compositional ambient,2013,95,36,34,-7,8,4,240,68,3,53,0.100000001,0.100000001
3268,Light the Night,Tracey Chattaway,compositional ambient,2015,120,37,50,-14,13,27,293,53,3,53,0,0
3269,Silver Lining,Lights & Motion,atmospheric post-rock,2017,114,40,36,-11,7,3,240,6,4,53,0.100000001,0.100000001
3270,Awakening,Random Forest,compositional ambient,2015,160,31,37,-13,25,5,458,42,3,53,0,0
3271,Carousel,The American Dollar,compositional ambient,2017,164,47,47,-14,37,9,280,0,3,53,0,0
3272,Souls and Stars,The Echelon Effect,compositional ambient,2017,166,76,43,-9,7,14,460,14,4,53,0,0
3273,Skinny Trees,A Dancing Beggar,compositional ambient,2017,102,23,75,-14,39,7,226,98,4,53,0,0
3274,Creeping into Dusk,A Dancing Beggar,compositional ambient,2011,85,24,9,-18,8,3,334,55,4,53,0,0
3275,Everest,Lights & Motion,atmospheric post-rock,2017,114,52,49,-13,11,4,183,34,3,52,0,0
3276,Love Is in Beauty and Chaos,This Patch of Sky,compositional ambient,2014,95,30,43,-11,8,4,283,18,3,52,0.100000001,0.100000001
3277,The Winter Day Declining,This Patch of Sky,compositional ambient,2014,104,39,23,-8,9,4,396,53,3,52,0.100000001,0.100000001
3278,The Red Truth,Helios,ambient,2008,115,37,62,-13,15,16,279,76,3,52,0,0
3279,Pale Lights (This Will Destroy You Remix),This Patch of Sky,compositional ambient,2017,77,17,12,-19,10,3,328,88,4,52,0.100000001,0.100000001
3281,The Last Stage of Consumption,Lowercase Noises,compositional ambient,2017,169,20,9,-16,10,3,487,97,4,52,0,0
3282,Winter Of The Electric Beach,Alex Smalley,ambient,2016,81,9,14,-25,12,3,244,75,4,52,0,0
3283,An Old Peasant Like Me,Explosions In The Sky,compositional ambient,2013,95,7,17,-20,11,3,227,93,4,51,0.100000001,0.100000001
3284,We Live On,Gavin Luke,compositional ambient,2018,77,9,23,-21,11,4,177,87,3,49,0,0
3288,Take Five,The Dave Brubeck Quartet,bebop,1959,174,26,45,-13,7,60,324,54,4,65,0.100000001,0.100000001
3290,When Sunny Gets Blue,McCoy Tyner,avant-garde jazz,2009,60,12,57,-23,10,10,282,85,4,64,0,0
3291,Goodbye Pork Pie Hat,Charles Mingus,avant-garde jazz,1959,87,9,36,-17,21,28,342,96,4,64,0.100000001,0.100000001
3296,The Nearness Of You,Bill Charlap,bebop,2002,99,13,38,-18,10,10,447,76,3,61,0,0
3303,Remember,Hank Mobley,bebop,1999,165,40,54,-9,28,70,342,79,5,59,3.299999952,0.800000012
3309,In Your Own Sweet Way,Wes Montgomery,bebop,2000,119,10,62,-18,11,10,292,99,4,57,0,0
3320,Stolen Moments,Oliver Nelson,avant-garde jazz,1961,116,18,58,-13,16,35,526,93,6,54,0.100000001,0.100000001
3321,Portrait of Jenny,Wynton Kelly,bebop,2013,179,14,42,-16,12,23,279,91,4,54,0,0
3322,"Uptown, Downtown",Bill Charlap Trio,bebop,2017,63,23,59,-16,10,38,360,83,4,53,0,0
3326,What Is There To Say,Chico Hamilton,bebop,2011,102,2,50,-32,12,9,173,99,4,53,2.5,0.800000012
3327,Turiya & Ramakrishna,Alice Coltrane,afropop,1996,111,30,42,-15,28,14,498,91,3,53,0.100000001,0.100000001
3328,Concierto De Aranjuez,Jim Hall,bebop,1974,131,20,52,-18,11,32,1154,94,3,52,0,0
3334,Ruby My Dear,Roy Hargrove,bebop,1994,134,20,41,-10,11,8,372,90,3,49,0,0
3341,Ham Hocks and Cabbage,Christian McBride,bebop,2013,123,10,56,-23,10,31,505,70,4,41,0,0
3342,Django's Tiger,Django Reinhardt,bebop,1996,113,57,74,-9,11,96,158,96,5,41,0.100000001,0.100000001
3343,Spanish Rice,Clark Terry,bebop,1966,120,73,67,-7,30,83,164,67,8,40,0,0
3346,Blue Trombone,J.J. Johnson,bebop,1989,119,40,47,-18,28,66,548,44,4,34,0,0
3348,Recorda Me,Joe Henderson,avant-garde jazz,1999,91,44,65,-10,13,62,362,95,6,34,0,0
3349,Sunny,Pat Martino,contemporary post-bop,1997,131,51,41,-14,70,85,628,84,3,33,2.700000048,0.300000012
3353,California Dreaming,Wes Montgomery,bebop,1966,132,44,68,-14,9,86,189,24,4,28,0.400000006,-0.400000006
3355,Ev'rybody Wants To Be a Cat,Roy Hargrove,bebop,2011,137,36,59,-11,10,47,300,61,5,26,0,0
3358,It's A Blue World,Red Garland Trio,bebop,1999,96,30,57,-16,11,64,334,94,5,16,0,0
3591,The Christmas Song,Count Basie Orchestra,big band,2015,65,26,25,-11,22,15,221,93,4,6,0,0
3597,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,deep tropical house,2016,122,72,79,-5,23,47,196,9,4,78,0,0
3633,Don't Let the Green Grass Fool You (Live),The California Honeydrops,bay area indie,2012,78,52,53,-7,60,37,570,46,7,45,0,0
3637,When It Was Wrong (Live),The California Honeydrops,bay area indie,2012,109,60,55,-6,84,74,463,52,6,34,0,0
3638,The Way To Nice,Mulatu Astatke,afrobeat,2010,120,56,70,-9,7,58,309,88,3,28,0,0
3640,Cry for Me (Live),The California Honeydrops,bay area indie,2012,107,61,57,-8,81,48,355,12,12,27,0,0
3641,Singing Waterfall (Live),The California Honeydrops,bay area indie,2012,114,8,53,-15,11,18,309,83,6,25,0,0
3642,Pumpkin Pie (Live),The California Honeydrops,bay area indie,2012,79,75,69,-12,72,92,345,37,45,25,0,0
3643,Up Above My Head (Live),The California Honeydrops,bay area indie,2012,66,33,47,-9,41,44,113,90,4,25,0,0
3644,Pardon Me Love (Live),The California Honeydrops,bay area indie,2012,148,80,61,-6,25,85,366,15,5,24,0,0
3645,Out in the Crowd,The California Honeydrops,bay area indie,2012,101,64,62,-15,39,78,97,60,5,24,0,0
3646,Brokedown (Live),The California Honeydrops,bay area indie,2012,99,54,53,-8,95,60,744,6,9,23,0,0
3743,Evermore,Dan Stevens,disney,2017,79,40,28,-9,10,22,195,67,3,67,2.599999905,0.200000003
3756,Dig a Little Deeper,Jenifer Lewis,disney,2009,98,83,72,-4,10,80,168,39,5,60,6.800000191,0
3767,Heigh,The Dwarf Chorus,disney,1997,206,68,52,-11,21,78,167,78,11,48,0,0
3820,Gramercy Sunset,The Hot Sardines,swing,2016,88,8,45,-19,10,8,255,89,3,52,0,0
3832,Finesse,Scott Bradlee's Postmodern Jukebox,swing,2018,91,51,47,-7,36,54,222,65,14,40,0,0
3835,Take It Easy Greasy,Naomi & Her Handsome Devils,swing,2014,134,32,76,-9,7,63,225,55,4,36,0,0
3841,I Wish I Could Shimmy Like My Sister Kate,Muggsy Spanier,big band,1997,154,44,69,-12,32,93,176,80,13,34,0,0
3845,Cole Slaw (Sorghum Switch),Louis Jordan & His Tympany Five,big band,2005,134,31,77,-10,8,85,166,69,5,30,0,0
3849,I Wanna Be Like You,The Hot Sardines,swing,2016,205,37,62,-9,9,65,193,86,36,22,0.800000012,0.400000006
3851,Sheik of Araby,Kid Ory,big band,2011,97,48,55,-11,12,69,291,88,5,16,0,0
4789,So Devilish,The Underachievers,hip hop,2013,80,80,56,-5,9,43,211,6,25,33,2.5,-0.300000012
4790,Maxing Out,The Underachievers,hip hop,2013,136,81,60,-5,12,95,204,45,36,33,6.199999809,-0.100000001
4791,Play Your Part,The Underachievers,hip hop,2013,126,77,71,-5,30,14,263,0,10,33,5.199999809,0
4792,Moon Shot,The Underachievers,hip hop,2015,140,90,64,-6,17,47,260,7,34,33,8.399999619,-0.300000012
4793,The Giver,Mick Jenkins,conscious hip hop,2015,97,79,36,-4,47,28,203,18,32,32,3.599999905,0.5
4794,John Lennon,The Underachievers,hip hop,2016,60,72,67,-7,28,62,222,9,29,32,3.599999905,0.100000001
4795,Sun Through the Rain,The Underachievers,hip hop,2013,104,74,62,-6,10,31,195,10,26,31,3.599999905,-0.200000003
4796,New New York,The Underachievers,hip hop,2013,92,97,48,-3,25,71,170,22,22,31,3.900000095,-0.100000001
4797,The Brooklyn Way,The Underachievers,hip hop,2015,130,80,72,-8,9,8,270,58,32,31,8.699999809,0.100000001
4798,Reincarnation (Phase 2 Intro),The Underachievers,hip hop,2015,115,67,79,-8,10,13,154,1,23,30,2.900000095,0
4799,Unconscious Monsters (Evermore Outro),The Underachievers,hip hop,2015,132,57,60,-8,8,6,240,64,13,30,1.600000024,0.400000006
4800,We The Hope,The Underachievers,hip hop,2015,121,63,72,-7,11,16,270,16,26,29,2.299999952,0
4801,Stay The Same,The Underachievers,hip hop,2015,128,76,57,-8,13,10,225,7,4,29,7,0
4802,I Do This (Remix),Kendrick Lamar,conscious hip hop,2010,148,72,68,-6,22,49,248,23,14,0,7,0
5133,Glorious (feat. Skylar Grey),Macklemore,pop rap,2017,140,79,73,-5,11,36,220,3,5,80,7.699999809,0.400000006
5163,Gorgeous,mansionz,emo rap,2017,77,55,83,-4,10,50,148,35,43,69,9.899999619,0.200000003
5184,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,pop rap,2012,146,93,63,-4,10,88,258,3,8,67,4.800000191,0
